9.511954519025536126e-01 2.104791238361000960e-01 -3.079664761770340986e-01 -5.536004969267680487e-01 8.386029922937201508e-01 6.010245829906952775e-01 2.405061542034419908e+00 2.820349422660871408e+00 8.241190867829654154e-01 1.843844132322375318e+00 -7.681004636697540411e-01 1.737883518217971490e+00 -7.541768882035208010e-01 -3.306305641156109809e-01 1.288496261497193540e+00 -1.579277153503450437e+00 3.185094482159844809e+00 -1.357495159355083469e+00 -4.081082375061723111e-01 6.877604669456227615e-01
-1.772410434270459412e+00 -6.246901349940275905e-01 5.165847298386192499e-01 1.033906654813283366e+00 -1.183673955895341745e+00 3.068084292372397770e-01 -1.538097339185707124e+00 -4.261007062587044980e-01 -9.273239603849369184e-01 8.677170698518124059e-01 1.293907237715441472e+00 -3.265730797090821841e-02 2.388400540116205395e+00 7.653330512421855358e-01 -1.150525773538824348e+00 -1.645129889114110622e+00 1.375618471130179099e+00 1.506882602697693918e-01 -9.748370584089053326e-01 -7.111887142213229041e-01
-1.236878788486079905e+00 -1.366634332824457454e+00 1.140809565064139441e+00 9.376181053714724989e-01 -8.003357777381977511e-01 -4.825245396251317542e-01 -1.066603963725399007e+00 7.771411394175145038e-01 -2.853917385269555407e-01 8.460531776197252607e-03 -1.446830118923436492e+00 8.130169911919239434e-01 7.738358166674010885e-01 -7.233427273664512214e-01 -3.272840602326967940e-01 -1.623690502943130332e+00 -6.828951540510597162e-01 -1.983913778553026974e+00 -1.054572245674758824e+00 3.011247996392851789e-01
8.408421113957392778e-01 -8.152069833579976832e-01 -9.939132995233962431e-01 1.144940325032735018e+00 1.582903008026196767e+00 -7.034958639035976402e-02 1.299619851639295165e+00 8.283185794478460373e-01 -3.129072224694959825e-01 -1.855257397264251429e+00 -6.601778115781962164e-01 1.480709937527589171e+00 -1.542110421837113110e+00 -1.062917057141891802e-01 -2.061621096162578937e+00 -5.613032100544734782e-01 -7.681817818418452681e-01 -1.647661323248111431e+00 1.863120886992364333e-01 2.269572662252583584e-02
-2.635774751671531746e+00 9.157684447126994698e-01 6.595063651334489130e+00 3.779220560494341297e-01 -6.448228238554564173e-01 9.023789516123379428e-01 -4.823442531672164080e-01 1.784118884344566114e+00 3.059474741031162459e+00 2.399369781058053319e-01 1.937646681348873967e+00 1.129155802644794981e+00 6.483032038706399991e-01 6.542791292009472182e-01 1.393924424230748915e+00 3.209621012466465473e+00 1.192715698712022876e+00 -7.061638801535830012e-01 1.392851873170415922e-01 3.699619451961025263e+00
-1.292497567246154722e-01 -1.368468863937564617e+00 -1.683277419832309274e+00 -7.430477938880805100e-01 1.572118245172712703e+00 5.297023770691267064e-01 -2.163589546273039232e+00 -2.021470720291691503e+00 -3.306788677346324867e+00 1.719895698433952791e-01 -2.762697253104907658e-01 4.307462394527274835e-02 5.296728498588826328e-02 4.630968502498576944e-01 1.258877873560013960e-01 -8.874514770874537550e-01 1.637572035854780589e-02 1.763427963883898553e+00 -1.298224981814128098e-01 -8.843443639577395210e-01
1.318323688171365582e+00 9.902646689073201225e-01 -1.499992618760063179e+00 7.814927493867851460e-01 -1.379985273722382333e+00 -5.825143148560518735e-01 -1.906711068564755918e+00 -9.059894391716706297e-01 -4.541060484666232799e-01 -7.272272295636196260e-01 1.474240812744557205e+00 2.087390510389925680e-01 -1.148310788161905682e+00 4.354348447529763355e-01 -1.047144745133617771e+00 -1.046677295219702097e+00 1.806955065166963303e-01 -1.098150487105179929e+00 1.067108558479666014e+00 -6.900220691789040739e-01
3.263889575371961005e-01 8.783905125053899088e-01 -3.746640307325553310e-01 -5.315096091544694312e-01 2.744695515142147602e-01 2.256213958003635778e+00 -1.545053168448311975e+00 2.339576327398779354e-01 1.326192993055644642e+00 -9.180085871641900305e-03 5.171674487508902684e-01 1.723232737643539680e+00 -8.438915216176463563e-01 -2.865792333030429684e-01 -9.066842572334001815e-01 -2.133718705862811760e+00 1.188911135259901997e+00 -5.864958593214655153e-02 -5.344830341830082432e-01 -9.530261799639305753e-01
-1.548479239331871149e+00 -4.844405486515395709e-01 -6.805633728597333398e-01 -1.034414849617313559e+00 5.340916887886315578e-01 -1.944462913552852945e-01 1.591586861994739088e+00 4.005075119537775952e-01 -1.746995875864757686e+00 -1.396753791939992828e+00 -9.617909496853334350e-02 -8.353876771865555995e-01 4.724895424891203954e-01 -1.330856641242577076e+00 -1.879769405371111368e+00 -1.465765040447291723e+00 -5.959791134862632012e-01 -4.482283870910909740e-01 1.093686171880591390e-01 -9.314400674058790353e-01
1.130568143894160604e+00 3.800504636307115436e-01 -6.972184671247090293e-01 8.989489647554893548e-01 6.750514455553409121e-01 2.233857066369054623e-01 -7.993843144932402112e-01 2.843190477727448040e-01 -2.646924311869021551e+00 -7.869933080739016651e-01 4.137178127301400776e-01 -1.244548144272069612e+00 7.566426289768614089e-01 -1.925052450285558714e-01 9.043992838583157778e-02 -3.945043763555426963e-01 1.307172839536360764e-01 -7.842242144058573228e-01 5.607687950465540805e-01 1.351957930250598627e+00
-2.116183647335217355e+00 1.188000995614260535e+00 3.272553958775676453e+00 1.773590647534396769e+00 -4.372608798360961280e-01 8.400618165876081456e-01 7.987315346404487704e-01 3.472414144058105112e+00 -5.533744876851558470e-01 1.099959921896786597e+00 -1.575660714624308734e-01 1.344793547559967051e-01 -1.108212945555656602e-02 3.532370892401847651e-01 -9.300710815359909400e-01 -1.657786497912750789e+00 -3.300780331046229005e-02 -1.905558208887822680e+00 -7.044331816648254918e-01 2.574574004629951673e+00
8.335257248592311541e-01 1.603064241811671398e+00 -8.778770044490112889e-01 2.094968608346269967e+00 -2.201484884516028695e-01 8.557633967392518359e-01 2.401519352103833604e+00 5.909869556549496306e-01 3.720859514710738170e-01 -1.227667613298204063e+00 -9.387675302927407373e-01 -9.611706514251798783e-01 -7.948424476264982497e-01 5.724556030263847628e-01 -6.559553202583635889e-02 7.546206700677620116e-01 3.794195245805913053e-01 -1.111722313658909833e+00 8.734357297234947026e-01 -5.916888874823378330e-02
-2.320614513000481161e+00 2.967518017019331600e-01 -2.225449671564925236e+00 -1.017174218353756321e-01 6.026507592352539078e-01 7.038051213637842585e-01 2.148561778779975562e+00 -4.595805796435856294e+00 -1.304042851827757588e+00 -6.181522682818295644e-01 1.534091621933967309e+00 6.593409649577890441e-01 1.723463882110772838e+00 3.419615133919022276e-01 -5.165239850988965348e-02 3.040757064234404616e+00 -7.883441262403213523e-01 -1.367638324289849772e+00 -1.882945854694038079e+00 -3.932345517120117151e+00
